job_id,title,company_name,formatted_experience_level,description,noise_bucket
445337908,Chief Operating Officer,Food Bank of Alaska,,"The Chief Operations Officer (COO) position is an excellent opportunity for a highly motivated, mission-focused leader in operations. The COO is a key member of FBA’s management team, responsible for the effective functioning of FBA’s operations, including the warehouse, trucks and drivers, facilities, and equipment. This position is also responsible for all food resource activities.This is a full-time, exempt position which reports to the Chief Executive Officer, pay range $90,000 – $110,000 annually. To apply send resume and cover letter to jobs@foodbankofalaska.orgPlanning and ManagementKey member of leadership team, with responsibility for input on all major decisions for FBA’s future.Take an active role in strategic plan development and implementation.Take a visible role in FBA’s relationship with the Feeding America network for the purposes of improving operational effectiveness and food sharing.OperationsTake primary responsibility for the analysis, improvement, and implementation of all warehouse operations, including inventory, storage and distribution. Ensure that FBA implements best practices in warehousing.Take primary responsibility for all food transportation, including inbound food and shipping to rural Alaska.Ensure that donor and partner agencies are served promptly, efficiently, equitable, and courteously.Ensure that FBA’s facility and equipment are maintained appropriately, meeting all applicable regulations and codes. Develop plans pertaining to major repair, replacement or modification of facility systems and equipment.Establish, manage, and forecast expenditures and priorities on facilities and equipment and make recommendations for capital improvements.Food ResourcingTake primary responsibility for all incoming food to FBA, including food donations, USDA programs, and food purchases.Develop and maintain relationships with all local food donors, maintaining the highest standards of customer service. Actively seek new food donors. Ensure all food donors are recognized and thanked in a timely and appropriate manner.Conduct regular analysis of the food solicitation program and make recommendations for improvement.SupervisionDevelop, direct, and inspire operations staff.Ensure all activities are planned and completed in a timely and professional manner.Responsible for hiring, training, providing professional development opportunities and performance reviews for all operations staff.Here are some of the amazing benefits that come with this position:  A Premera Blue Cross Blue Shield Gold plan with very low employee costs.Principle Dental and Vision at a very low cost to employees. Free Life Insurance and AD&D. Paid time off, starting with 3 weeks accrued in the first year, increasing every year to 6 weeks. Approximately 13 paid holidays which include a full week in December. In addition, paid “snow days” when weather conditions force workplace closures.A 403b retirement plan with an employer match. Hybrid/ flexible schedule opportunities.A Wellness Reimbursement Plan. An outstanding team and work environment. Administrative offices are pet friendly. Regular fun events for staff with contests, prizes, and food. A shared leave bank to cover employees when they have emergencies and have exhausted their personal leave.
",leadership_title_not_leadership
1219205895,Director of Training,,,"Job Posting: Service and Training DirectorCompany: Fine Dining Restaurant Group in New YorkPosition: Service and Training DirectorLocation: New York, NY (Multiple Locations)Salary Range: $120,000 - $140,000 per year
About Us:We are a distinguished fine dining restaurant group based in New York, committed to delivering exceptional culinary experiences and impeccable service to our guests. With multiple locations across the city, we take pride in our commitment to excellence, innovation, and providing a memorable dining experience for every patron.
Job Description:We are seeking a dynamic and experienced Service and Training Director to join our team. In this role, you will oversee the service operations and training programs across all our locations. You will be responsible for maintaining our high standards of service excellence, ensuring consistency, and implementing training initiatives to continuously elevate our staff's performance.Responsibilities:Develop and implement service standards and protocols to ensure exceptional guest experiences.Oversee and manage service operations across multiple locations, ensuring consistency and adherence to company policies.Develop and execute comprehensive training programs for front-of-house staff, including servers, hosts, and bartenders.Conduct regular training sessions, workshops, and seminars to enhance staff skills and knowledge.Collaborate with management teams at each location to identify training needs and opportunities for improvement.Monitor and evaluate staff performance, providing feedback and coaching as needed to maintain high standards.Stay updated on industry trends and best practices to continuously improve service delivery and guest satisfaction.Coordinate with HR to ensure compliance with training requirements and certifications.Requirements:Minimum of 5 years of experience in a similar role within the hospitality industry, preferably in fine dining.Strong leadership and managerial skills with the ability to motivate and inspire teams.Exceptional communication and interpersonal skills.Proven track record in developing and implementing successful training programs.In-depth knowledge of service standards, etiquette, and best practices.Ability to multitask and prioritize in a fast-paced environment.Willingness to travel to different locations as needed.Bachelor's degree in Hospitality Management or related field preferred.Benefits:Competitive salary within the range of $120,000 - $140,000 per year.Comprehensive benefits package including health insurance and retirement plans.Opportunities for career advancement within a growing restaurant group.Employee discounts at our fine dining establishments.A collaborative and supportive work environment dedicated to excellence.If you are a passionate leader with a strong background in hospitality and a commitment to delivering exceptional service, we invite you to apply for this exciting opportunity. Please submit your resume and cover letter detailing your relevant experience and why you would be a great fit for our team. We look forward to hearing from you!",leadership_title_not_leadership
2748500131,Director of Public Works,"City of Germantown, TN",,"GENERAL DEFINITION OF WORK:Plan, organize, and direct the functions of the Public Works Department including construction, maintenance and repair of city streets and storm drains, management of the solid waste contract, water and sewer system maintenance and repair and operation of water treatment plants.
NOTE: This position will have a durational collaborative partnership with the Executive Director of Public Works until the impending 2025 retirement date.
ORGANIZATIONAL ACCOUNTABILITY:City of Germantown public servants exist, first and foremost, to protect and enhance the quality of life of those we serve; every position on the Germantown team has a shared responsibility and accountability to fulfill this purpose. Through the constant alignment of individual actions, behaviors and performance with our organization’s values system, Germantown public servants demonstrate a steadfast commitment to our greater mission of Excellence. Every day. As a mission-driven, values-centered organization, the expectation of senior leaders is to model ‘The Germantown Way’ at all times for those they influence and interact with daily.
ESSENTIAL JOB FUNCTIONS:Plan, direct and coordinate, through subordinate level managers, activities of employees responsible for the maintenance of streets, storm drains, and sewer systems; solid waste management, animal shelter operations and operation and maintenance of the City’s water supply and distribution system.Meet with management staff to identify and resolve problems; assign projects and programmatic areas of responsibility and review and evaluate the efficiency and effectiveness of services provided.Develop and implement department policies and procedures, and plan and direct the implementation of the department’s short-and long-term goals, objectives, and strategies in accordance with City mission.Collaborate with City Engineer in the planning, design, construction and inspection of public works projects.Direct the preparation of plans, specifications, estimates, and contracts for public works projects, including streets, sewer, storm drains, solid waste and municipal water systems.Prepare and recommend budget requirements including capital improvement program for Public Works and manage expenditures for the department; develop and monitor grant-funded programs.Direct and oversee the negotiation and administration of various public works contracts including residential solid waste collection and recycling.Conduct studies and prepares reports on proposed improvements, repairs, or changes in public works.Direct or participate in the preparation of reports relative to the department operational programs.Review legislation to ensure compliance with laws, regulations, statures, and codes that impact Department operations.Respond to difficult citizen inquiries and complaints; investigate requests to determine action to be taken.Represents the City of Germantown in the area of public works on a variety of local, state, regional and national boards, commissions, committees and associations.Assist the Asst. City Administrator and the Mayor and Board of Aldermen on environmental and public work service-related matters. OTHER JOB FUNCTIONS:1. Performs related tasks as required. KNOWLEDGE, SKILLS AND ABILITIES:Knowledge of the engineering principles, practices, and methods as applied to planning, design, construction, and maintenance of public work facilities and systems.Knowledge of state and local laws and procedures relating to municipal public works.Knowledge of sanitary sewer collection and treatment systems, water production and distribution systems, and solid waste collection and disposal operations.Knowledge of City personnel, budget and purchasing policies and procedures.Knowledge of construction activity, interpreting plans/specifications and conducting routine construction inspections.Skill in communicating in writing and/or in person on a one-on-one basis and before groups for the purpose of justifying, defending, or negotiating significant or controversial issues.Ability to work cooperatively with City officials, boards and commissions, employees and the general public.Ability to handle confidential material in a highly professional manner.Ability to develop long-term plans and programs and to evaluate work accomplishments.Ability to plan and schedule the work of others.
EDUCATION AND EXPERIENCE: Bachelor’s degree in engineering or related field that includes major course work in engineering. An advanced degree in engineering, management, or public administration is desirable. Seven years experience in the direction of environmental and public works activities including three in a managerial capacity; or any combination of education, training, and experience providing the necessary knowledge, skills, and abilities to perform essential job functions. WORKING CONDITIONS: Work is performed primarily in an office setting. Considerable time is spent outdoors at work site to inspect projects. During occasional emergency situations, may be exposed to extreme weather and working conditions. Walking, standing, bending, and a limited amount of crawling and climbing is required. Traveling is often required to attend meetings and conferences.",leadership_title_not_leadership
2826285517,"Assistant Director of Admission, Midwest Regional Representative",Butler University,,"Position OverviewButler University's Office of Admission seeks a dynamic, experienced enrollment professional to join our team as a Midwest Regional Representative. The candidate must be detail-oriented, self-motivated, have excellent communication skills and the ability to articulate the values of Butler University.
The Assistant Director of Admission, Midwest Regional will represent the university to prospective students and assists students and families in the enrollment process. This position is responsible for all aspects of recruitment for prospective first year and transfer students. This is a remote position with the ideal candidate living in, or willing to relocate on own, to Minnesota (Minneapolis/St. Paul Metro area).
ResponsibilitiesExpand Butler University market position within the region and successfully support enrollment goals as established by University leadership Uses a strategic approach to territory management with guidance of the senior team to ensure steps are in place to meet enrollment goals Assists with the coordination of projects and programs as assigned Cultivate relationships with students, local school/college counselors, independent counselors, and community-based organizations in recruitment territory Review and holistically evaluate approximately 600-1000 applications for assigned territory Plan and execute data-driven travel based on demographic analyses, market research, and other admission data to high schools and college fairs in assigned territory; 25-100+ high school visits, 5-25+ college fairs, 10-40+ days of travel, including overnight travel Assist with various events at high schools such as application workshops and panel discussions Counsel constituents on the admission and financial aid process to support enrollment via phone, text, interview, campus visit programs, etc. Coordinate off-campus events and meetings for prospective/admitted students Host 4-6 weekly virtual meetings for families and students to connect Routinely travel to Indianapolis for training and recruitment events Assist with on campus events (Discover Butler, Open House, Butler Blue Scholars’ Day, etc.), HS counselor visit program, and Office of Admission and/or Enrollment Management Retreat Present and facilitate in-person and virtual Info Sessions and Admitted Student Visits Serve as primary liaison to other academic or student support offices, including supervisory role to secondary liaison Serve on an admission application review committee by specific College or US Match/Global MatchReview and make recommendations on applications for supplemental scholarship opportunities Interview students for scholarships (Butler Blue Scholars Day) Attend meetings, educational conferences, and training workshops Serve as member of regional ACAC Serve on new hire committees Plan interview schedule for potential candidates Present and facilitate specific sessions or workshops as part of on-campus events 
Required Qualifications A bachelor’s degree Two+ years’ college admission experience or other professional experience in working with college bound students Excellent oral and written communication skills including presentation skills Attention to detail and advanced organizational skills Experience in selective admission review processes Experience in database management and/or manipulation Strong teamwork skills for providing solutions Flexibility in a changing environment Willingness to work extra hours and/or weekends when needed Valid U.S. driver’s license, including ability to rent a car and use personal vehicle for local travel
Preferred Qualifications Previous experience in admissions/enrollment management Knowledge of PeopleSoft, Slate or other Admission CRM Previous experience in multicultural recruitment, international admission, college access Experience working in financial aid or strong knowledge base of the financial aid process Fluent in Spanish Strategic Use of Slate Technolutions 
BU Benefits and PerksPlease check out Butler’s Total Rewards website to learn more about our benefit offerings, which include:Paid Time Off and Holidays:18 days of paid time off (vacation and PTO days)8 Paid HolidaysPaid Winter Break between Christmas Eve and New Year’s DayPaid Parental Leave (after 1 year of full-time employment)Health:Comprehensive medical, dental, and vision plans including disability and life insurance programsRetirement:10% employer contribution after 1 year of full-time employmentTuition Assistance:Remission of tuition for classes taken at Butler for employees, spouses, and dependent children.Eligibility after 9 months of full-time employmentEmployees & spouses- undergraduate/graduate degreesDependents (under age 26)- undergraduate degreeCovers tuition onlyTuition Exchange Program for DependentsButler Facilities Access, Discounts and Perks:Access to Butler’s on-site fitness facility and libraries for full-time staff and facultyLinkedIn Learning CoursesFree premium subscription to the Calm AppFree subscription to the WSJ and NYTDiscount at the College BookstoreDiscount on select Athletic and Arts/Events Center Performances
About ButlerButler University is a private, nationally recognized comprehensive university encompassing six colleges: Arts, Business, Communication, Education, Liberal Arts & Sciences, and Pharmacy & Health Sciences. Approximately 4,500 undergraduate and 1,000 graduate and doctoral students are enrolled at Butler, representing 46 states and 24 countries.
Join us at the crossroads of tradition & transformation. A career at Butler University means so much more than a job. Join the dedicated, innovative, and supportive community of faculty and staff that is moving Butler Beyond.
Butler University is an equal-opportunity employer. We celebrate diversity and are committed to creating an inclusive and equitable environment for all employees. We welcome applications from all individuals, regardless of age, gender, gender identity, sex, race, religion, color, disability, protected veteran status, sexual orientation, national origin, or any other legally protected category.",leadership_title_not_leadership
2914254129,Director of Operations,Eastern Indiana Works,,"Director of OperationsAlliance for Strategic Growth, Inc. (ASG, Inc.) (d/b/a Eastern Indiana Works) serves as the Eastern Indiana Workforce Development Board convenes multi-sector leaders to design and implement exceptional initiatives that meet workforce demands and contribute to the sustainable prosperity of Eastern Indiana (Economic Growth Region 6). 
The Director of Operations is responsible for promoting EIW’s established programming (JAG & Career Services) to the community. This role will ensure successful implementation and coordination of our initiatives to advance our mission through serving our clients and community well. 
POSITION OVERVIEW • Incumbent will be the primary contact for service provider support & oversight while working closely with the Vice President of Operational Strategies to support our office service delivery. • Promote staff development in operations to ensure our clients are served well. • Prepare and submit necessary reports on initiatives to the Eastern Indiana Works Executive Team and/or funders. • Develop and support innovative strategies to continue to move the needle forward in our service delivery field. • Cultivate and maintain working relationships with regional stakeholders and community partners to help align EIW programming to community needs. • Facilitate meetings, staff trainings, and workshops as needed. • Provide dedicated project management support for select regional initiatives. 
QUALIFICATIONS• An undergraduate degree from a regionally accredited institution in a related field is preferred but years’ experience will be considered. Must have 2+ years of program management. • Non-profit experience preferred. • Previous project management, implementation, and/or planning preferred. • Proven strong presentation, facilitation, and communication skills. • Ability to plan and execute successful initiatives. • Strong analytical and problem-solving skills. • Proactive, self-motivated with the ability to meet deadlines. • Ability to engage and add value to decision-making processes. • Highly developed project and time management skills. • A passion for excellence in service. 
POSITION TYPE: Administrative, Full Time REQUIRED BEFORE HIRING: Drug Screen, Work Reference, Criminal, and Driving Records Check. COMPENSATION: Salaried, Paid-Time-Off, Health Insurance Stipend, 403(b) Retirement Option (employer match). Eastern Indiana’s Workforce Development Organization HOURS OF WORK: Mandatory 40 hours. May occasionally require more than 40 hours per week. WORK PARAMETERS: Office Space and computer equipment will be provided by Eastern Indiana Works. WORK EVALUATION: Performance is evaluated as needed and is heavily weighted towards meeting deadlines, delivery of exceptional outcomes and execution of assigned duties. REPORTS TO: Vice President of Operational Strategies. DIRECT REPORTS: Workforce Manager. INTERACTS WITH: Community partners, key stakeholders, staff, and collaborative team. TRAVEL: Periodic. Requires safe personal owned vehicle. Occasional trips outside the region for training/conferences. REIMBURSEMENTS: Mileage reimbursement established by the Internal Revenue Service. Cell phone reimbursement. Timely submission of corporate reimbursement documents is required. 
The above statements are intended to describe the general nature of work performed by the employees assigned to this job. All employees must comply with Company policies and applicable laws. The responsibilities, duties and qualifications required of personnel so classified may vary. A criminal records check and drug screen will be required prior to hiring. Random drug screens may be required by employer. Eastern Indiana Works is an equal opportunity employer.",leadership_title_not_leadership
3308438674,Director of Communications and Digital Diplomacy,Consulate General of Israel to New England,,"Director of Communications and Digital Diplomacy
The Director of Communications and Digital Diplomacy in our Consulate has a key role in the organization’s Public Diplomacy team. They are responsible for planning and maintaining the organization’s public image. Acts as a liaison between the organization and the media and is responsible for delivering our messages to target audiences. A great opportunity to gain high- level international experience in the field.Full time (Not remote).
Principal tasks and responsibilities:Build, expand and maintain a strong network of contacts with the main state and national media channels;Media monitoring and analysis.Managing social media platforms: Twitter, Instagram, Facebook, LinkedInWrite/edit articles/op-eds/speeches/press releases for publication in the national media and public events.Organize events in related fields (such as interviews, press conferences, ceremonies) and seek out cooperation opportunities.Deal with enquiries from the public, press and related organizations.
Skills:Excellent interpersonal and communication skills, including effective writing skills.Having the ability to network and maintain a good relationship with media outlets.Creativity and ability to take initiative.Excellent organizational and time management skills with the ability to multitask.Flexibility, determination, enthusiasm and the ability to cope under pressure.Working efficiently, both independently and as part of a team.The ability to think strategically for planning successful digital campaigns.The capacity to prioritize tasks and projects effectively.Knowledge and understanding of the national political and social systems.
Qualifications:Bachelor's degree; with preference for the following fields: Communication and Media, Journalism, Marketing, Political Science, Social science.Language skills: Excellent written and spoken English.Good knowledge of graphic and video editing platforms.
Advantages:Experience in working with international organizations, promotion and communication.Contacts with the national/international media.Hebrew is a plus, but not required.
Interested?Please send your application (Cover letter and CV) with the title “Communications and Digital Diplomacy- (Full name)”to pr.boston.mfa@gmail.com* The appointment of a successful candidate will be subject to security clearance.** US citizenship only (Cannot hold dual Israeli and US citizenship)",leadership_title_not_leadership
3322949022,"Director, Investment Sales",Kenai Capital Advisors,,"Job Title: Director, Investment SalesCompany: Kenai Capital AdvisorsLocation: Littleton, ColoradoJob Type: Full-time
About Us:Kenai Capital Advisors is a leader in the commercial real estate landscape, specializing in three core verticals that provide seamless expertise across the entire lifecycle of commercial assets. Our team strategically acquires institutional commercial real estate assets, manages those assets in-house with our expert property and asset managers, and our brokerage team provides sub-institutional capital market advisory services to clients nationally. 
As a trusted general partner and operator, our commitment to excellence is the cornerstone of our strategic approach in acquiring institutionally sized commercial real estate assets, primarily concentrated in the middle part of the United States. We excel in identifying investment opportunities that not only meet but surpass the expectations of our partners, resulting in superior risk-adjusted returns.
At the heart of our operations is our dedication to excellence in property management. Our seasoned team, with a track record of successfully managing over 20 million square feet of commercial assets, leverages a wealth of industry knowledge and cutting-edge technology to ensure the seamless operation and optimization of our real estate portfolio. From day-to-day operations to long-term strategic planning, we take pride in maintaining and enhancing the value of our assets.
Unlike no other institutional operator, Kenai Capital Advisors stands out with its distinguished commercial real estate brokerage arm. Our experienced team specializes in facilitating investment sales and equity raises, providing comprehensive advisory services to clients navigating the national commercial real estate market. With a unique perspective as both owners and operators of assets, our brokerage team carries an unparalleled understanding of property and market dynamics, coupled with an extensive network of industry connections. 
Whether you are an institutional investor seeking a strategic partner or a property owner in need of expert guidance, Kenai Capital Advisors is your trusted and results-driven ally in the dynamic world of commercial real estate. Our dedication to integrity, innovation, information, and client success positions us as an industry leader, making us the premier choice for comprehensive real estate solutions.
Kenai Capital Advisors is proud to be a veteran owned business. Job Summary:We are looking for a talented and results-driven person to join our team as a Commercial Real Estate Broker and take a pivotal role in managing and executing commercial real estate transactions. The ideal candidate will have a deep interest for commercial real estate, possess a good understanding of finance and the capital markets, be adept at negotiating complex sales transactions, have a lifelong passion for learning, and a knack for fostering strong relationships with clients and industry partners.
Responsibilities:1. Conduct in-depth market research to identify and evaluate commercial real estate investment opportunities.2. Build and nurture relationships with property owners, developers, and investors through phone calls, meetings, conferences, and other methods.3. Analyze financial data, market trends, and property values to advise clients on investment strategies.4. Prepare and present comprehensive proposals and investment analyses to clients.5. Lead negotiations for sales agreements.6. Collaborate with internal teams to ensure smooth and efficient transaction processes.7. Stay abreast of industry regulations, market dynamics, and emerging trends.8. Provide high-quality customer service, addressing client needs throughout the transaction lifecycle.
Qualifications:1. Bachelor’s or Master’s degree in Business, Finance, Real Estate, or related field.2. Deep desire to understand commercial real estate investment strategies and financial modeling. Financial modeling experience in Excel and/or Argus a plus. 3. Exceptional negotiation, communication, and interpersonal skills.4. Ability to work independently and collaboratively within a dynamic team environment.5. Detail-oriented with strong analytical and problem-solving abilities.6. Active real estate license must be obtained prior to acceptance. Benefits:- Competitive performance-based commission structure.- Comprehensive health, dental, and vision insurance.- Retirement savings plan.- Ability to invest alongside the Company’s real estate investments.- Professional development and training opportunities.
How to Apply:Interested candidates are invited to submit their resume and a tailored cover letter to info@kenaicap.com. Please include ""Investment Sales Broker Application"" in the subject line.
Kenai Capital Advisors is an equal opportunity employer, and we encourage candidates from diverse backgrounds to apply. 
",leadership_title_not_leadership
3486250934,Chief Executive Officer,ZM Jobs & Hiring Limited,,"We are looking for an experienced Chief Executive Officer or CEO to supervise and control all strategic and business aspects of the company. You will be the first in command in the company and responsible for giving the proper strategic direction as well as creating a vision for success.Chief Executive Officer Job Responsibilities:
Creates an environment and culture that focuses on fulfilling the company’s mission, vision, and values.Operational management of all business departments.Develops business prospects by studying economic trends and revenue opportunities; projecting acquisition and expansion prospects; analyzing organization operations; identifying opportunities for improvement, cost reduction, and systems enhancement; and accumulating capital to fund expansion.Ensures the company is staffed with well-trained, quality, and engaged employees at all times; works closely with the executive management team to develop effective hiring, training, and compensation plans to retain our quality talent; and leads and mentors staff, engaging and empowering them to be successful in serving customers.Oversees financial performance and risk profile while ensuring that all of regulatory obligations are met; manages the design and implementation of new products and services; and oversees brand development and the implementation of effective marketing strategies.Represents company at important business functions, community events, industry training and events, and networking opportunities.Ensures quality metrics are achieved through sound business processes following regulatory agency guidelines.Focuses on consensus building efforts and strategic planning.Ensures the timely submission of month-end financial and operational reviews, contributes to the development of and participation in corporate-wide strategic planning efforts.Monitors company performance by measuring and analyzing results, initiating corrective actions, and minimizing the impact of variances.Education, Experience, and Licensing Requirements
Bachelor’s or master’s degree in business, accounting, finance, or a related fieldMinimum of 10 years of management experience including extensive commercial lending/credit administration experienceIn-depth understanding of the industry including risk management, compliance, and regulatory requirementsIn-depth understanding of accounting principles including budgeting, balance sheets, income statements, cash flow, and capital planning managementStrategic leadership ability.",leadership_title_not_leadership
3511440340,Assistant Director,Kiddie Academies of Greater Seattle Careers,,"Assistant Director - Child Care CenterMake a difference in a child's life - and your own. Excellent opportunity for an early childhood Leader to grow.Kiddie Academy of Bellevue has an exciting leadership opportunity for an energetic, organized, experienced and inspiring professional to join us as Assistant Director. Apply now to join our leadership team at Kiddie Academy as the Assistant Director!We are a group (KAGS) of locally owned early childhood education academies in the Greater Seattle area. Our group owns and operates the Kiddie Academy locations in Bellevue, Bothell, Kirkland, Mill Creek, Kenmore and Seattle. We have an awesome work culture, and if you’re the right candidate, you’ll fit right in. We offer growth-oriented, challenging and rewarding career opportunities in a collaborative and supportive environment. We are committed, flexible and creative in our talent growth strategy.
Position Overview:As an Assistant Director you will assist and support Center Director in all aspects of management of the Academy, to include enrollment, human resources, marketing, customer relations, financial systems, quality control and physical facility. If you’re motivated by smiles and laughs from children and praise from parents, this could be the job for you.
We’re looking for:An enthusiastic leader with exceptional communication skills.Experience managing, growing enrollment and maintaining retention in a center-based program.Excellent administrative, organizational, verbal, listening, and communication skills.Action oriented, organized, strategic thinker, focused on getting the right things doneA thorough knowledge of WA Licensing regulations (WACs) for child care centers and a great understanding of developmentally-appropriate practicesAt least 2 years of early childhood education experience required as a center director.
We offer:Pay depending on position, experience and qualificationsExcellent Benefits which include, medical, dental and vision insurance with no lengthy wait periodPaid HolidaysPaid Time offGenerous child care discounts for employees (limited availability and conditions apply).Company paid professional development programFantastic growth opportunities available through job rotation, lateral move, and special project assignmentsBenefits vary based on full-time/part-time status... and much more. Visit our academy and learn more.About Kiddie Academy:Kiddie Academy® is a leader in educationally focused child cares for more than 30 years. Kiddie Academy redefined childcare by creating a place where fun and learning go hand in hand. KAGS Group is a franchisee of Kiddie Academy® and an equal opportunity employer.",leadership_title_not_leadership
3586242087,Director of Sales,,,"Company DescriptionExperts in international Oil and Gas Drilling, Hydraulic Fracturing, Production, Consulting, Engineering, Product Distribution, Operations, and Execution of Upstream Exploration & Production, Mid-Stream, Pipeline, all areas of Pressure Control Operations and Products. 
Role DescriptionThis is a full-time hybrid role as the Director of Sales at Diamond D Global. As the Director of Sales, you will be responsible for building, leading and managing the sales team, developing sales strategies, and driving revenue growth. You will also collaborate with cross-functional teams to develop and implement effective sales processes and initiatives. This role is located in Tampa, FL, with flexibility for remote work from other Florida locations.
QualificationsPrior experience in a leadership role within a sales organizationPrior Oil & Gas Experience preferably in pressure control Prior Industrial Bolting Experience a plus Prior Power & Water Experience a plus Well established book of business Knowledge of global supply chainBusiness development background a major plus Demonstrated track record of success in achieving and exceeding sales targetsStrong strategic thinking and problem-solving skillsExcellent communication and interpersonal skillsAbility to build and maintain relationships with key accounts Strong negotiation and closing skillsExperience with CRM software and sales analyticsBachelor's degree in business or a related field or equivalent work experienceAbility to travel as required
",leadership_title_not_leadership
23221523,Senior Elder Law / Trusts and Estates Associate Attorney,"Abrams Fensterman, LLP",,"Senior Associate Attorney - Elder Law / Trusts and Estates  Our legal team is committed to providing each client with quality counsel, innovative solutions, and personalized service. Founded in 2000, the firm offers the legal expertise of its 115+ attorneys, who have accumulated experience and problem-solving skills over decades of practice.
We are a prominent Lake Success Law Firm seeking an associate attorney for its growing Elder Law and Estate Planning practice. The successful candidate will be a self-motivated, detail-oriented team member with strong communication skills and a desire to grow their practice. Experience with Estate Planning, Administration, and Litigation and is preferred.
 Responsibilities will include:
Counseling clients with regard to estate planning and asset protection;Formulating and overseeing execution of Medicaid and estate plans;Drafting wills, revocable and irrevocable trusts, powers of attorney, health care proxies, and living wills;Estate Administration;Trust Administration;Court Appearances for Estate and Proceedings;Supervising paralegals 
Qualifications:Juris Doctor degree (J.D.) from an accredited law schoolLicensed to practice law in New York10-15 years of experienceExperience with various advance directives, trusts, and willsStrong analytical and problem-solving skillsAbility to build rapport with clientsExcellent written and verbal communication skills
 Competitive salary commensurate with experienceSalary: $140,000- $175,000Benefits: 401k, Medical, Dental, Life Insurance, PTO, and more
This position is based out of Lake Success, NY ",senior_title_not_seniorish
69333422,Senior Product Marketing Manager,Staffing Theory,,"A leading pharmaceutical company committed to developing and commercializing innovative and high-quality medicines that improve the lives of patients is now hiring for a Senior Product Marketing Manager. This role will be responsible for developing and executing marketing strategies for one or more pharmaceutical products. This individual will work closely with cross-functional teams including sales, medical affairs, market research, and commercial operations to develop and implement integrated marketing plans that drive product awareness, adoption, and revenue growth.
Responsibilities: Develop and implement integrated marketing plans for our pharmaceutical productsAct as the Marketing point on patient support initiatives including, patient HUB, patient advocacy groups, and bridge programLeverage insights and analysis of customer needs and market environment to inform marketing strategies and develop tactical plansWork closely with cross-functional teams to develop and execute product-specific promotional campaigns across multiple channels including digital, print, and events.Manage product-specific budgets and track performance against marketing objectives and KPIs. Participate in the development of product launch plans and ensure effective execution of launch activities. Collaborate with Training to identify training needs and develop and deliver sales force training materials to address these needs﻿Requirements: Minimum of 7 years of experience in pharmaceutical product marketing, with a demonstrated track record of success. Experience in immunology and preferably, in gastroenterology Strong knowledge of the pharmaceutical industry, including regulatory requirements, product development, and commercialization. Excellent communication and interpersonal skills, with the ability to collaborate effectively across cross-functional teams. Strong analytical skills and ability to analyze market research data to inform marketing strategies. Ability to manage budgets and track performance against marketing objectives. Ability to work independently and in a team environment.Willingness to travel up to 20% of is required.
",senior_title_not_seniorish
1183148438,"Montessori Lead Guide, Primary",,,"Montessori Primary (Early Childhood, 3-6) Lead Guide for 2024-2025 School YearFounded in 2006, Athena Montessori Academy is a private Montessori preschool in central Austin. We are seeking a Montessori trained, credentialed, and experienced Lead Guide for an established Primary 3-6 classroom to join our team of supportive Lead Primary guides. Ideal candidates have experience in Montessori, love working with young children, enjoy working on a collaborative team, and are open to learning and growing personally and professionally. We are a team that values healthy communication, is not afraid of courageous conversations, and practices giving and receiving feedback with each other. MACTE approved Montessori credential required.
Athena exists to build a healthy and courageous place to grow, play, and actualize an equitable community. We believe we have the opportunity to make the world a better place through the education of the young child, and prioritize diversity, equity, and inclusion in our decision making. We understand that we are preparing children for the world beyond school, and we are looking for teachers who represent different cultures, races, backgrounds, perspectives, identities, styles, and orientations. We are a school that not only aspires to meet the children's academic development, but also their social and emotional development, in our quest to truly follow the child.
Position starts summer of 2024 or August of 2024 (start date can be earlier for training and is flexible, but no later than August 5, 2024).
Pay: $45,000.00 - $77,000.00 per year, annual salary Hourly equivalent: $26.70 to $36.36/hr
Benefits:Health insurance paid 100%Discounts for vision, dental, and life insuranceTen paid personal/vacation/sick days (PTO), in addition to paid holidays and days when school is closedTwo weeks preparation paid prior to new school yearTwo hours of paid office hours dailySchool year schedule, following AISD calendar; summer camp optionalCompetitive SalaryExtensive team of support staff provide breaks and support during transitions, nap, and After SchoolSupportive and experienced administrative and leadership teamsProfessional development and ongoing training paid, including annual conference fees, travel, accommodations, and per diemLow ratiosSchool closures four days per school year for parent conferences; paid time out of the classroom to prepare for conferences
Application process:Review website at www.AthenaMontessoriAcademy.comRead the DEI/ABAR page of the website in its entiretySubmit cover letter, resume, and three professional references—supervisor, colleague, and parent


",senior_title_not_seniorish
