job_id,title,company_name,formatted_experience_level,formatted_work_type,location,description,experience_bucket
3887596503,"Registered Nurse (RN)- Outpatient -GI Nurse, Endoscopy Ambulatory Surgery Center, FT",Prisma Health,Mid-Senior level,Full-time,"Columbia, SC","Inspire health. Serve with compassion. Be the difference.

Job Summary

Provides clinical direction for all aspects of patient care in an outpatient setting. Demonstrates clinical competency utilizing evidence based practices/research in all areas of the nursing process: assessment, planning, implementation, evaluation and outcomes. Incorporates knowledge of safety protocols, cost containment and quality improvement throughout the nursing process. Identifies patient, unit, and organizational priorities and incorporates into the nursing process.

Adheres to all compliance and policy and procedure requirements of the organization including, but not limited to: licensure renewal, assigned training, employee health screenings, time and attendance policy, dress code policy, patient confidentiality, infection control, medication administration. Demonstrates knowledge of regulatory agency requirements (e.g., AAAHC, JCAHO, DHEC). Provides care within the scope of the SC Nursing Practice Act.

The outpatient setting usually does not require staff to be scheduled for a significant amount of shift, weekend, holiday, and on-call work.

Bonus

This position is bonus eligible, follow this link for details.

Accountabilities

Assessment - Collects data and completes nursing assessment utilizing appropriate area and/or age specific standards/policies and tools. Completes appropriate forms. Assesses and recognizes subtle or actual changes in patients' status and patient response to intervention. Identifies nursing priorities for patient plan of care based on nursing assessment (and other data as appropriate). Validates these priorities with healthcare team members and documents appropriately. - 20%

Planning/Outcomes: - Develops an individual plan of care based on the age and assessed needs of the patient. Develops the plan in collaboration with the patient and/or family, the physician, and other members of the interdisciplinary health care team. Updates the plan based on changes in the patient's condition and communicates changes in the plan to other members of the team. Identifies realistic and measurable goals and outcomes to be attained prior to discharge. Validates these with the patient and/or family. Demonstrates respect for the patient's/family's cultural, spiritual, and belief system in planning for care. Includes planning for discharge to assure continuity of care and a smooth transition post discharge from one level of care to another (to include appropriate referrals). - 20%

Implementation - Provides direct care to assigned patients consistent with the established nursing plan. Performs specific tasks based on organizational, departmental and/or unit policies and procedures within the RN scope of practice. Delegates nursing tasks as appropriate to members of the healthcare team, developing written assignments (if appropriate) and ensures completion of assigned tasks. Monitors quality of care delivered on a continual basis; ensures appropriate surveillance of assigned patients. Provides care based on patient and unit priorities, coordinating and organizing tasks as appropriate, utilizing known resources internal and external to the unit. Incorporates cost containment principles into nursing care. Assumes responsibility for patient safety by maintaining a safe environment to include awareness of safety procedures, protocols and adherence to patient care standards. Utilizes appropriate technology in daily practice. Utilizes performance indicators to collect data, monitor quality and effectiveness while providing nursing care. Completes assigned hospital/unit performance improvement monitoring (audits). - 20%

Evaluation: - Evaluates nursing plan of care for effectiveness and determines progress toward expected outcomes. Revises diagnosis, outcomes and plan of care based on evaluation of data. Reports changes in patient status and refers unresolved problems to appropriate health team members. Discusses outcomes with peers via shift to shift report and with other healthcare team members as appropriate. Evaluates opportunities for quality improvement and based upon evaluation, incorporates PI recommendation into nursing plan of care as appropriate. - 15%

Patient/Family Education/Teaching- Identifies/assesses patient/family learning needs and teaches accordingly by:

 using language and terminology that the patient/family is familiar with providing examples to clarify ideas implementing and evaluating teaching plan (encourages patient/family involvement/participation) Micromedex utilization computer resources

Communicates the patient/family's need for education/teaching to others in the healthcare continuum. - 15%

Professional Accountability - Evaluates own nursing practice in relation to professional practice standard guidelines, state statutes, family policies, procedures, rules and regulations and current specific knowledge. Maintains competency through education and professional activities. Reflects on identified areas of strength that offer opportunity for improvement. - 10%

Supervisory/Management Responsibilities

This is a non-management job that will report to a supervisor, manager, director, or executive.

Minimum Requirements

Associate's Degree in Nursing. BSN preferred.One year experience as a registered nurse.

Required Licensure/Registrations/Certifications

Licensed to practice as a Registered Nurse in South Carolina

In Lieu Of The Above Minimum Requirements

In lieu of 1 year of registered nurse experience, will accept successful completion of the Prisma Health Nurse Residency Program or successful completion of a comparable residency from another organization.In lieu of 1 year of registered nurse experience, will accept 1 year of licensed practical nurse (LPN) experience.

Other Required Skills And Experience

Basic Computer SkillsMathematical SkillsPatient Equip (vitals, suction, defib)

Work Shift

Day (United States of America)

Location

Parkridge

Facility

1301 PH ASC HR, LLC

Department

13011312 Endoscopy Center - Parkridge - Payroll Use Only

Share your talent with us! Our vision is simple: to transform healthcare for the benefits of the communities we serve. The transformation of healthcare requires talented individuals in every role here at Prisma Health.

R1095308",Mid-Senior level
3904051775,Associate Legal Specialist - Governance and Securities,Capital One,Mid-Senior level,Full-time,"McLean, VA","Locations: VA - McLean, United States of America, McLean, VirginiaAssociate Legal Specialist - Governance and Securities

The Governance and Securities team in the Legal Department is seeking an entry-level paralegal (known as “Legal Specialists” at Capital One) to join a growing, dynamic group of legal professionals who provide support to Capital One on legal entity management, public disclosures, general corporate governance, and other projects. This important role within the organization supports the legal entity management function, the Board of Directors, the preparation and filing of SEC disclosure documents, and a broad range of other corporate governance matters.

The Legal Specialist will be responsible for assisting with various corporate governance and securities law matters including, legal entity management, public disclosures, and corporate governance support, and other projects.

Responsibilities:

 Supporting the legal entity management function and helping to manage and maintain domestic and international legal entities.  Assisting with regulatory and other filings made with the Securities and Exchange Commission and other government agencies.  Supporting enhancement and implementation of effective processes to ensure compliance with policies and procedures.  Assisting with general corporate governance matters.  Maintaining strong relationships and lines of communication with business partners and other key stakeholders across the organization.  Performing other related tasks and supporting ad hoc projects as needed. 

Basic Qualifications:

 High School Diploma, GED or equivalent certification, or military experience. 

Preferred Qualifications:

 Successful completion of a paralegal studies program or a 4-year undergraduate degree  1 year experience in the legal field as a legal support associate  Ability to build collegial and effective relationships with business leaders, attorneys, paralegals, and project managers at all levels of the company.  Ability to multitask and work in a fast-paced environment, properly prioritize workload, and meet deadlines.  Excellent attention to detail, organizational skills and ability to work both collaboratively and independently.  Excellent communication skills, both written and verbal.  Capability to anticipate and resolve problems quickly and independently.  Enthusiasm, willingness to assume increased responsibility, and a continuous improvement mindset.  Familiarity with corporate governance.  Proficiency in Google Workspace (formerly G Suite – Gmail and Google Docs and Drive). 

At this time, Capital One will not sponsor a new applicant for employment authorization for this position.

Capital One offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well-being. Learn more at the Capital One Careers website . Eligibility varies based on full or part-time status, exempt or non-exempt status, and management level.

This role is expected to accept applications for a minimum of 5 business days.No agencies please. Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex (including pregnancy, childbirth or related medical conditions), race, color, age, national origin, religion, disability, genetic information, marital status, sexual orientation, gender identity, gender reassignment, citizenship, immigration status, protected veteran status, or any other basis prohibited under applicable federal, state or local law. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.

If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com . All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.

For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com

Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.

Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).",Mid-Senior level
3885115156,Development Team Lead,Banyan Software,Mid-Senior level,Full-time,United States,"Banyan Software provides the best permanent home for successful enterprise software companies, their employees, and customers. We are on a mission to acquire, build and grow great enterprise software businesses all over the world that have dominant positions in niche vertical markets. In recent years, Banyan was named the #1 fastest-growing private software company in the US on the Inc. 5000 and amongst the top 10 fastest-growing companies by the Deloitte Technology Fast 500. Founded in 2016 with a permanent capital base setup to preserve the legacy of founders, Banyan focuses on a buy and hold for life strategy for growing software companies that serve specialized vertical markets.
Job Title: Development Team LeadLocation: Houston (remote candidates will be also considered across North America) One of Banyan Software's portfolio companies delivers innovative software solutions tailored to meet the evolving needs of the energy industry. Specializing in energy forecasting, pricing, trading, risk management, scheduling, settlement, reconciliation, and decision support functionalities, this company plays a crucial role in supporting today's load serving, energy marketing, and energy-consuming organizations.
Committed to tackling the energy market's digitalization, de-marginalization, and decentralization challenges, this portfolio company is at the forefront of driving industry transformation. With a market-differentiating product offering and a proven track record of delivering substantial value to its customers, it is poised for significant growth in the years ahead.
The company's strategic positioning within Banyan Software's diverse portfolio, coupled with the dynamic nature of the energy sector, underscores its potential to thrive amidst evolving market conditions.
Job DescriptionWe are seeking an experienced and highly motivated Development Team Lead for oursoftware development team. The Development Team Lead will play a critical role in shapingthe future of our SaaS products, driving innovation, and ensuring the successful delivery ofSaaS services. Experience in the Energy industry is a plus.
Job Responsibilities:- Plan, prioritize, and oversee the execution of software development projects anddeployment of SaaS services.- Allocate and manage development resources effectively, including personnel,equipment, and software tools.- Lead and mentor a small cohesive team of software developers, fostering a cultureof collaboration and continuous improvement.- Assist the development team in resolving technical challenges.- Stay current with software industry trends to guide technology decisions.- Provide technical leadership and guidance to the development team.- Continuously evaluate and improve development processes, methodologies, andtools to enhance efficiency and quality.- Develop energy industry knowledge to assist analysts in identifying how best toapply software solutions to energy industry requirements.
Qualifications:- Bachelors degree in Computer Science, Software Engineering, or a related field.- Proven experience in software development and team leadership, with a minimum of2-3 years in a lead role. Experience leading a small cohesive team is a plus.- Demonstrated ability to drive results and meet deadlines.- Excellent project management and organizational skills.-Strong communication and interpersonal skills.- Strong technical background in C++, Java and a scripting language (such asPython).- Experience with Linux servers.- Experience with SQL and No-SQL databases is a plus.- Experience with a servlet engine (e.g. Tomcat, WebLogic, JBoss) is a plus.- Experience with a messaging engine (e.g. Kafka, MQ, JMS) is a plus.- Experience working in the Energy industry is a plus.",Mid-Senior level
3887858889,10378 Store Manager,Sally Beauty,Mid-Senior level,Other,"Lincoln, NE","Overview

SALLY STORE MANAGER:

By working at Sally Beauty, you would be part of the largest hair and beauty supplier in the world and we are on a mission to empower our customers to express themselves through hair – and we need passionate and talented people to make this happen!!

Are you a proven leader with a strong drive to succeed? Do you believe it is important to work hard but also have fun doing it? As a Store Manager, we want you to bring your leadership, talents, and experience to a team-oriented and dynamic environment. We believe that our success is based primarily on the advice and hard work of our valued team members to bring the Hair and Beauty world to our customers. Our managers are innovators, role models and coaches who drive results and the development of our team associates.

Your role as a Store Manager:

When it comes to the customer experience – it all starts with you. Your role is to manage talent, inspire your team and make sure every customer comes away with a great experience. It is up to you to ensure that each customer receives an unforgettable experience and a custom-fit solution for their hair and beauty needs. You will ensure that your store meets or exceeds sales goals by overseeing all store operations with an emphasis on maintaining assigned budget, controlling expenses, growing sales, and managing inventory. You will protect customers, associates, and store assets by ensuring that all staff follows safety and security rules and procedures, as well as Company policies.You will make sure your store always looks its best!


Why you’ll love working here:

The people are creative, fun and passionate about beauty.Generous product discount and free sample products.You will receive a great education regarding our products.You will have ample opportunity for growth.You may qualify for one or more of the following – medical, dental, vision, 401k, vacation, sick and holiday time depending on the average hours worked.


Requirements:

Qualifications to be a Store Manager:

At least 3 years of customer service/retail sales experience and 1 year of previous sales management experience.Previous experience in operational, financial and performance management.Cosmetology license is a plus – but not required.Must be 18 years of age or older.Passion for all things hair and beauty!


Legal wants you to know:

 Must be able to lift up to 25 lbs, occasionally while on a ladder, with or without accommodation. May be exposed to fumes and odors upon occasion.


Working Conditions/Physical Requirements

The position requires some physical exertion such as long periods of standing; walking; recurring bending, crouching, stooping, stretching, reaching, or similar activities; recurring lifting of moderately heavy items such as shipment or record boxes. The position involves working around moving parts, carts, or machines, and may occasionally include exposure to irritant chemicals.

Additional Information:

Interested in this exciting challenge and always be in the know about the latest trends in hair and beauty? Yes? Then we would love to hear from you.

“At Sally Beauty Holdings, we find beauty in diversity. Our inclusivity and self-expression are what fuel our innovation and growth. You are welcome here, and you can thrive here. We find beauty in YOU. Join us.”

Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, or disability.

SBH, Inc. is an Equal Opportunity Employer. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.",Mid-Senior level
3894401128,Construction Superintendent,Michael Page,Mid-Senior level,Full-time,"New York, NY","- Work for a well-known and reputable commercial general contractor- Great growth potential and strong leadership opportunity
Client DetailsOur client is a reputable general contractor specializing in the commerical space. They have a very strong pipeline of work and they are looking to bring on a talented Commercial Superintendent to the team.DescriptionWork directly with the project managers to prepare schedules, organize the structure, select staff, and handle the construction equipment.Direct and control the project to ensure specifications and guidelines are met.Contact, schedule and coordinate all subcontractors, suppliers, and utilities.Assist in the activities of the project manager/engineer.Maintain a safe job siteHold job site meetings with project managers and the regional manager.ProfileCommercial ExperienceSelf MotivatedBachelor's Degree PreferredExcellent Problem Solving SkillsStrong reputation with subcontractorsJob Offer- Competitive base salary- Health Benefits
- 401k
- Vehicle or Vehicle allowance + gas card

MPI does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, marital status, or based on an individual's status in any group or class protected by applicable federal, state or local law. MPI encourages applications from minorities, women, the disabled, protected veterans and all other qualified applicants.",Mid-Senior level
3905874204,Marketing Analytics Specialist,Henry Schein,Associate,Full-time,United States,"This position is responsible for collaborating with various channels within Marketing along with the Marketing Analytics team to report on the performance of advertising placements relating to print and digital ads. The Marketing Analytics Specialist will need to analyze trends in advertising performance metrics to identify which ad placements are working well and why, as well as what can be improved upon. The Marketing Analytics Specialist will work closely with leadership and management to understand what is needed and provide consistent updates on the progress of work being completed.
KEY RESPONSIBILITIES: Partner with Marketing Analytics team and leadership to create easy-to-understand dashboards, tracking spreadsheets, and presentations that bring forward data-driven insights and revenue attribution reports.Tracking campaign and channel level performance by cohesively analyzing data from various internal and external databases.Identify trends and marketing insights from data and communicate with project shareholders in a clear and concise manner.Create the department’s monthly Google Analytics performance report on all digital advertising.Manage dashboards to be presented to key and strategic supplier partners on a monthly and quarterly basis. Utilize the feedback provided to make edits and adjustments to dashboards as requested.Analyze trends in advertising performance metrics to identify which ad placements in each supplier’s marketing plan are working best, why, and tactics that can be improved upon. Recommendations will be needed on a monthly, quarterly, and annual basis for all advertising vehicles.Creates adhoc reports, monthly reporting and works on special projects on an as needed basis.Identify the optimal audience for different digital marketing initiatives by analyzing customer intelligence.
SPECIFIC KNOWLEDGE & SKILLS:Preferred work experience in data-driven marketing strategy and planning.Highly skilled in Marketo and Salesforce.High proficiency in PowerBI and Excel is requiredGoogle Analytics Certification is requiredStrong organizational and analytical skillsStrong marketing acumen, experience in e-commerce or medical supplies is highly preferredHighly effective communicator
GENERAL SKILLS & COMPETENCIES: Basic understanding of industry practicesGeneral proficiency with tools, systems, and proceduresBasic planning/organizational skills and techniquesGood decision making, analysis and problem solving skillsGood verbal and written communication skillsBasic presentation and public speaking skillsBasic interpersonal skillsDeveloping professional credibility
MINIMUM WORK EXPERIENCE: Typically 2 to 4 years of related professional experience.
PREFERRED EDUCATION: Typically a Bachelor's Degree or global equivalent in related discipline.
TRAVEL / PHYSICAL DEMANDS:Travel typically less than 10%. Office environment. No special physical demands required.
The posted range for this position is $45,000-$95,445 which is the expected starting base salary range for an employee who is new to the role to fully proficient in the role. Many factors go into determining employee pay within the posted range including prior experience, current skills, location/labor market, internal equity, etc.This position is eligible for a bonus not reflected in the posted range.Other benefits available include: Medical, Dental and Vision Coverage, 401K Plan with Company Match, Time off, Paid Parental Leave, Income Protection, Work Life Assistance Program, Flexible Spending Accounts, Educational Benefits, Worldwide Scholarship Program and Volunteer Opportunities.
Henry Schein, Inc. is an Equal Employment Opportunity Employer and does not discriminate against applicants or employees on the basis of race, color, religion, creed, national origin, ancestry, disability that can be reasonably accommodated without undue hardship, sex, sexual orientation, gender identity, age, citizenship, marital or veteran status, or any other legally protected status. 
For more information about career opportunities at Henry Schein, please visit our website at: www.henryschein.com/careers",Associate
3905244966,Event Specialist,Ametros,Associate,Full-time,"Wilmington, MA","Ametros is changing the way individuals navigate healthcare by providing them with the tools and support necessary to make educated decisions on how to spend their medical funds. Ametros'? team works closely with patients, insurers, employers, attorneys, brokers, medical providers, and Medicare to create a seamless experience for our clients. Our flagship product is revolutionizing the way funds from insurance claim settlements are administered after settlement. Ametros continues to innovate, bringing new solutions to the market with the goal of simplifying healthcare for our clients. We make managing medical funds safe, effortless, and cost effective for everyone.
The Events Specialist will be responsible for the strategic planning and execution of corporate meetings and events, sales trainings and other high-level corporate meetings. This includes management of all event logistics, budgets, and working with a variety of stakeholders across the organization. The position will require administrative and project assistance, coordination of events and webinars, marketing inventory management and support in developing and executing Marketing campaigns. 
Responsibilities:Manage Marketing and Sales events, webinars and presentations Plan and execute large corporate events, including venue selection, contract negotiation, and day-of logistics Manage Marketing materials, including stock and online database Provide administrative and executive support for the Marketing and Sales teams Assist marketing team with developing and executing marketing campaigns Provide assistance with project management and results reporting Assist in communications with external vendors Perform other tasks as needed 
Requirements
4-7 years of event planning experience Bachelor’s degree Event project management and budgeting experience Presentation creation and editing experience Knowledge of and relationships with venues and vendors in the Greater Boston areaStrong customer service and organizational skills; detail oriented Excellent written and verbal communication skills, ability to prepare presentations and present to stakeholders Ability to work well under limited supervision Document management Graphic design - desired  What’s in it for you? · Medical, dental and vision plans where Ametros covers 80% of the premium · 401 (k) plan with a company match · Generous paid time-off and 10 observed holidays· Company Paid Short-term disability, Long-term disability and Life Insurance plans· Office equipment reimbursement for our Hybrid and Remote employees
In addition to our benefits package, employees have the opportunity to get involved with engagement, diversity, and philanthropic initiatives from their first day working with us to help us achieve our goal of Limitless Inclusion for All. As Ametros Citizens, we work together to foster an environment of limitless inclusion and belonging that encourages, supports, and celebrates the diverse voices and backgrounds of our people, while energizing the passion and innovations to revolutionize our industry.
Ametros is an Equal Opportunity Employer",Associate
3887475080,Automotive Mobile Glass Technician,Caliber Auto Glass,Associate,Full-time,"Cleveland, OH","Caliber Auto Glass has an immediate job opening for a Mobile Auto Glass Technician to perform all-purpose duties, which may include, but not limited to: Replacement of automotive glass by following quality standards and ability to perform repairs on damaged glass, complete a pre and post inspection with customer, may utilize various tools and scanning equipment, complete documentation of repair orders on mobile device, ability to remove and install trim panels & interior parts without damaging , effectively prioritize and manage your time to complete assigned daily tasks. Caliber has grown to 1,600 centers nationwide and features a full range of automotive services, including Caliber Collision, one of the nation’s largest auto collision repair provider across 41 states; Caliber Auto Care for mechanical repair and quick oil change services and Caliber Auto Glass for glass repair and replacement. With the Purpose of Restoring the Rhythm of Your Life®, Caliber’s more than 25,000 teammates are committed to getting customers back on the road safely — and back to the rhythm of their lives — every day. Dedicated to providing an outstanding customer experience, Caliber continues to rank among the highest customer satisfaction scores in the industry.By joining Caliber, you can help us Restore the Rhythm of our Customers Lives. We see the potential in every member of our team and look for every opportunity to advance their careers. We believe in consistent career training on leadership skills and new technologies to make sure every teammate has an opportunity to achieve their career goals.
OUR GLASS TECHNICIANS FOR THIS POSITION CAN MAKE UP TO: $35.00 per hour. 
BENEFITS: Industry Leading PayPaid Vacation & HolidaysCareer growth opportunities – we promote from within!Industry leading Comprehensive healthcare benefits – eligible on day 1!Paid Skilled Trainings and Certifications (I-Car and ASE)Employee referral programUniforms Provided
REQUIREMENTS: Must be at least 18 years of ageMust have a valid driver’s license and be eligible for coverage under our company insurance policyEffective verbal and written communication skillsMust possess organizational and multi-tasking skills, good time management and the ability to adapt easily to fast-paced environmentMust have the ability to read and understand instructions, written estimates and work ordersMust be able to provide personable, friendly “World Class” customer service to internal and external customersMust maintain a well-groomed, professional appearanceMust be able to pass all pre-employment screenings including background, criminal and MVR checks
Caliber is an Equal Opportunity Employer!",Associate
3902744118,Phlebotomist,Pride Health,Associate,Contract,"Winter Haven, FL","Posted Job Title: PhlebotomistNumber of people to hire for this job: 1Location: Winter Haven FL 33881Job Type: 6 months W2 contractHours per week and shift: 40 hr/ week
Job Description:Pride Health is hiring a Phlebotomist to support our client’s medical facility based in Winter Haven FL 33881. This is a 6-month contract to hire opportunity and a great way to start working with a top tier healthcare organization!
Responsibilities:Performs blood collection by venipuncture and capillary technique from patients of all age groups.Performs specimen processing in a safe, accurate, and professional manner.Performs order entry; retrieves and verifies patient collection data and patient special notations using appropriate sources.
Qualifications:High school diploma or equivalent.Minimum of 6 months' experience. One(+) years phlebotomy experience preferred.",Associate
3885114104,Research Technician III,University of Arizona College of Medicine - Phoenix,Associate,Full-time,"Phoenix, AZ","The laboratory of Dr. Wondisford and Dr. Radovick in the College of Medicine-Phoenix is looking for an enthusiastic and motivated Research Technician III. Dr. Wondisford and Dr. Radovick recently joined the College of Medicine-Phoenix to continue their biomedical research projects funded by NIH. The laboratories are in the newly renovated Biomedical Science Partnership Building (BSPB) in the downtown of Phoenix along with new equipment and friendly crews.
Dr. Radovick is interested in the molecular mechanisms of Kisspeptin in hypothalamus to regulate sexual development and related metabolism.
Dr. Wondisford studies the molecular mechanisms of glucose homeostasis and thyroid hormones in metabolic disease such as diabetes and fatty liver disease.
Successful candidates will join a multidisciplinary team within the setting of an outstanding new facility with capabilities in imaging, flow cytometry, bioinformatics, high throughput screening, phosphoproteomics, and other advanced approaches. The position is part of a well-funded research program and will provide the opportunity to produce high-impact publications and establish a record of grant award funding. Enthusiastic applicants with experience in Biology, Biochemistry, Physiology, Chemistry are encouraged to apply.
This position is eligible for visa sponsorship.",Associate
